"Povpreène meseène plaèe po: STATISTIÈNA REGIJA, SKD DEJAVNOST, MESEC,"
"PLAÈE , MERITVE"

" ";" ";" ";"Bruto plaèa";" ";" ";" ";" ";" ";" ";" ";" ";"Neto plaèa";" ";" ";" ";" ";" ";" ";" ";" "
" ";" ";" ";"Plaèa za mesec [EUR]";"Plaèa za obdobje [EUR]";"Izredna izplaèila [za vse zaposlene osebe] [EUR]";"Izredna izplaèila [EUR]";"Plaèa za plaèano uro za mesec [EUR]";"Plaèa za plaèano uro za obdobje [EUR]";"Tekoèi mesec / prejšnji mesec";"Tekoèi mesec / isti mesec prejšnjega leta";"Povpreèje mesecev tekoèega leta / povpreèje istih mesecev prejšnjega leta";"Plaèa za mesec [EUR]";"Plaèa za obdobje [EUR]";"Izredna izplaèila [za vse zaposlene osebe] [EUR]";"Izredna izplaèila [EUR]";"Plaèa za plaèano uro za mesec [EUR]";"Plaèa za plaèano uro za obdobje [EUR]";"Tekoèi mesec / prejšnji mesec";"Tekoèi mesec / isti mesec prejšnjega leta";"Povpreèje mesecev tekoèega leta / povpreèje istih mesecev prejšnjega leta"
"SLOVENIJA"
" ";" ";"2005";1599.61;1599.61;-;-;9.78;9.78;85.40;104.50;104.50;957.14;957.14;-;-;5.85;5.85;86.00;104.70;104.70
" ";" ";"2006";1675.13;1675.13;-;-;9.87;9.87;92.50;104.70;104.70;1008.11;1008.11;-;-;5.94;5.94;93.50;105.30;105.30
" ";" ";"2007";1822.17;1822.17;-;-;10.28;10.28;88.80;108.80;108.80;1121.86;1121.86;-;-;6.33;6.33;89.60;111.30;111.30
" ";" ";"2008";1956.53;1956.53;-;-;11.11;11.11;93.60;107.40;107.40;1199.95;1199.95;-;-;6.81;6.81;95.10;107.00;107.00
" ";" ";"2009";2030.79;2030.79;5.60;416.96;12.03;12.03;89.90;103.80;103.80;1241.61;1241.61;-;-;7.35;7.35;91.70;103.50;103.50
" ";" ";"2010";2050.78;2050.78;28.99;1065.75;12.67;12.67;95.70;101.00;101.00;1258.82;1258.82;-;-;7.78;7.78;96.40;101.40;101.40
" ";" ";"2011";2157.67;2157.67;113.11;660.54;13.34;13.34;99.30;105.20;105.20;1317.94;1317.94;-;-;8.15;8.15;98.80;104.70;104.70
" ";" ";"2012";2190.23;2190.23;48.47;518.41;13.01;13.01;100.30;101.50;101.50;1339.69;1339.69;-;-;7.96;7.96;100.40;101.70;101.70
" ";" ";"2013";2167.63;2167.63;26.28;244.26;12.36;12.36;98.90;99.00;99.00;1344.07;1344.07;-;-;7.66;7.66;99.60;100.30;100.30
" ";" ";"2014";2174.63;2174.63;8.11;143.43;12.48;12.48;97.80;100.30;100.30;1345.28;1345.28;-;-;7.72;7.72;98.00;100.10;100.10
" ";" ";"2015";2359.25;2359.25;100.71;570.80;14.12;14.12;105.60;108.50;108.50;1434.61;1434.61;-;-;8.59;8.59;104.40;106.60;106.60
" ";"L POSLOVANJE Z NEPREMIÈNINAMI"
" ";" ";"2005";1171.90;1171.90;-;-;7.11;7.11;89.80;111.30;111.30;733.57;733.57;-;-;4.45;4.45;91.80;113.20;113.20
" ";" ";"2006";1191.11;1191.11;-;-;7.05;7.05;91.90;101.60;101.60;749.34;749.34;-;-;4.44;4.44;93.80;102.10;102.10
" ";" ";"2007";1271.46;1271.46;-;-;7.28;7.28;92.10;106.70;106.70;818.56;818.56;-;-;4.69;4.69;94.00;109.20;109.20
" ";" ";"2008";1351.35;1351.35;-;-;7.75;7.75;94.20;106.30;106.30;868.39;868.39;-;-;4.98;4.98;95.30;106.10;106.10
" ";" ";"2009";1389.96;1389.96;2.33;1273.86;8.20;8.20;92.30;102.90;102.90;894.85;894.85;-;-;5.28;5.28;94.20;103.00;103.00
" ";" ";"2010";1415.66;1415.66;3.11;500.52;8.70;8.70;90.40;101.80;101.80;914.52;914.52;-;-;5.62;5.62;92.10;102.20;102.20
" ";" ";"2011";1457.92;1457.92;-;-;8.96;8.96;93.40;103.00;103.00;955.90;955.90;-;-;5.87;5.87;95.90;104.50;104.50
" ";" ";"2012";1491.19;1491.19;0.74;372.57;8.90;8.90;93.70;102.30;102.30;969.18;969.18;-;-;5.78;5.78;95.50;101.40;101.40
" ";" ";"2013";1485.20;1485.20;-;-;8.60;8.60;94.80;99.60;99.60;974.72;974.72;-;-;5.64;5.64;96.40;100.60;100.60
" ";" ";"2014";1468.43;1468.43;0.14;458.00;8.52;8.52;94.10;98.90;98.90;964.20;964.20;-;-;5.60;5.60;95.10;98.90;98.90
" ";" ";"2015";1452.15;1452.15;-;-;8.72;8.72;95.60;98.90;98.90;950.28;950.28;-;-;5.71;5.71;96.90;98.60;98.60
" ";"M STROKOVNE, ZNANSTVENE IN TEHNIÈNE DEJAVNOSTI"
" ";" ";"2005";1360.90;1360.90;-;-;8.19;8.19;88.50;104.20;104.20;836.11;836.11;-;-;5.03;5.03;90.20;106.50;106.50
" ";" ";"2006";1440.71;1440.71;-;-;8.51;8.51;95.50;105.90;105.90;882.75;882.75;-;-;5.22;5.22;96.50;105.60;105.60
" ";" ";"2007";1516.11;1516.11;-;-;8.70;8.70;96.60;105.20;105.20;952.98;952.98;-;-;5.47;5.47;97.40;108.00;108.00
" ";" ";"2008";1655.41;1655.41;-;-;9.49;9.49;97.50;109.20;109.20;1034.61;1034.61;-;-;5.93;5.93;98.10;108.60;108.60
" ";" ";"2009";1707.21;1707.21;30.00;853.26;10.11;10.11;92.40;103.10;103.10;1067.01;1067.01;-;-;6.32;6.32;94.10;103.10;103.10
" ";" ";"2010";1723.88;1723.88;25.11;934.19;10.58;10.58;94.10;101.00;101.00;1078.17;1078.17;-;-;6.62;6.62;95.30;101.00;101.00
" ";" ";"2011";1740.89;1740.89;28.52;821.66;10.76;10.76;94.30;101.00;101.00;1097.05;1097.05;-;-;6.78;6.78;95.90;101.80;101.80
" ";" ";"2012";1740.80;1740.80;32.21;1006.75;10.42;10.42;96.50;100.00;100.00;1099.72;1099.72;-;-;6.58;6.58;98.00;100.20;100.20
" ";" ";"2013";1735.61;1735.61;35.43;1021.99;10.09;10.09;97.20;99.70;99.70;1107.56;1107.56;-;-;6.44;6.44;98.20;100.70;100.70
" ";" ";"2014";1707.09;1707.09;44.95;1138.57;9.91;9.91;98.60;98.40;98.40;1092.12;1092.12;-;-;6.34;6.34;99.20;98.60;98.60
" ";" ";"2015";1724.53;1724.53;39.70;1064.25;10.41;10.41;96.10;101.00;101.00;1095.69;1095.69;-;-;6.62;6.62;97.10;100.30;100.30
" ";"N DRUGE RAZNOVRSTNE POSLOVNE DEJAVNOSTI"
" ";" ";"2005";719.03;719.03;-;-;4.36;4.36;94.80;99.30;99.30;488.90;488.90;-;-;2.97;2.97;96.70;102.70;102.70
" ";" ";"2006";748.23;748.23;-;-;4.48;4.48;96.90;104.10;104.10;506.37;506.37;-;-;3.03;3.03;97.30;103.60;103.60
" ";" ";"2007";781.62;781.62;-;-;4.59;4.59;99.30;104.50;104.50;534.00;534.00;-;-;3.14;3.14;98.60;105.50;105.50
" ";" ";"2008";849.34;849.34;-;-;4.96;4.96;98.50;108.70;108.70;583.11;583.11;-;-;3.40;3.40;100.00;109.20;109.20
" ";" ";"2009";926.82;926.82;11.54;190.98;5.55;5.55;100.30;109.10;109.10;631.03;631.03;-;-;3.78;3.78;100.00;108.20;108.20
" ";" ";"2010";915.67;915.67;0.84;15.26;5.72;5.72;98.00;98.80;98.80;627.63;627.63;-;-;3.92;3.92;98.40;99.50;99.50
" ";" ";"2011";964.14;964.14;3.66;135.69;6.07;6.07;100.10;105.30;105.30;668.45;668.45;-;-;4.21;4.21;101.00;106.50;106.50
" ";" ";"2012";984.64;984.64;1.06;31.45;5.98;5.98;99.70;102.10;102.10;686.58;686.58;-;-;4.17;4.17;100.30;102.70;102.70
" ";" ";"2013";979.95;979.95;2.14;31.77;5.87;5.87;98.80;99.50;99.50;685.20;685.20;-;-;4.10;4.10;99.10;99.80;99.80
" ";" ";"2014";1011.03;1011.03;11.29;205.21;5.99;5.99;102.30;103.20;103.20;703.43;703.43;-;-;4.16;4.16;101.90;102.70;102.70
" ";" ";"2015";1015.17;1015.17;14.09;246.70;6.22;6.22;100.80;100.40;100.40;700.95;700.95;-;-;4.30;4.30;100.60;99.60;99.60
" ";"O DEJAVNOST JAVNE UPRAVE IN OBRAMBE, DEJAVNOST OBVEZNE SOCIALNE VARNOSTI"
" ";" ";"2005";1360.90;1360.90;-;-;8.37;8.37;99.20;102.70;102.70;856.07;856.07;-;-;5.26;5.26;98.60;103.50;103.50
" ";" ";"2006";1412.53;1412.53;-;-;8.28;8.28;100.00;103.80;103.80;890.77;890.77;-;-;5.22;5.22;100.10;104.10;104.10
" ";" ";"2007";1448.62;1448.62;-;-;8.25;8.25;99.20;102.60;102.60;937.80;937.80;-;-;5.34;5.34;99.40;105.30;105.30
" ";" ";"2008";1547.77;1547.77;-;-;8.69;8.69;99.10;106.80;106.80;1005.74;1005.74;-;-;5.64;5.64;99.50;107.20;107.20
" ";" ";"2009";1783.61;1783.61;0.51;76.54;10.48;10.48;101.70;115.20;115.20;1139.32;1139.32;-;-;6.70;6.70;101.40;113.30;113.30
" ";" ";"2010";1763.49;1763.49;0.46;16.34;10.89;10.89;98.20;98.90;98.90;1131.78;1131.78;-;-;6.99;6.99;98.60;99.30;99.30
" ";" ";"2011";1772.26;1772.26;0.72;22.89;10.94;10.94;99.50;100.50;100.50;1137.83;1137.83;-;-;7.02;7.02;99.50;100.50;100.50
" ";" ";"2012";1783.75;1783.75;0.57;20.32;10.47;10.47;100.30;100.60;100.60;1148.55;1148.55;-;-;6.74;6.74;100.10;100.90;100.90
" ";" ";"2013";1753.33;1753.33;0.46;8.64;9.77;9.77;100.10;98.30;98.30;1148.61;1148.61;-;-;6.40;6.40;100.20;100.00;100.00
" ";" ";"2014";1727.34;1727.34;0.24;8.83;9.64;9.64;100.20;98.50;98.50;1134.42;1134.42;-;-;6.33;6.33;100.20;98.80;98.80
" ";" ";"2015";1755.99;1755.99;0.16;8.25;10.25;10.25;100.00;101.70;101.70;1148.38;1148.38;-;-;6.70;6.70;99.90;101.20;101.20
" ";"P IZOBRAŽEVANJE"
" ";" ";"2005";1368.74;1368.74;-;-;8.36;8.36;96.90;104.80;104.80;864.00;864.00;-;-;5.27;5.27;97.10;105.80;105.80
" ";" ";"2006";1445.87;1445.87;-;-;8.73;8.73;98.10;105.60;105.60;911.85;911.85;-;-;5.51;5.51;98.60;105.50;105.50
" ";" ";"2007";1516.66;1516.66;-;-;8.96;8.96;98.40;104.90;104.90;985.40;985.40;-;-;5.82;5.82;98.80;108.10;108.10
" ";" ";"2008";1563.59;1563.59;-;-;9.26;9.26;99.30;103.10;103.10;1019.58;1019.58;-;-;6.04;6.04;99.60;103.50;103.50
" ";" ";"2009";1709.44;1709.44;2.20;29.48;10.29;10.29;99.00;109.30;109.30;1101.36;1101.36;-;-;6.63;6.63;99.10;108.00;108.00
" ";" ";"2010";1717.71;1717.71;1.67;22.22;10.71;10.71;99.60;100.50;100.50;1107.71;1107.71;-;-;6.91;6.91;99.70;100.60;100.60
" ";" ";"2011";1728.87;1728.87;2.63;43.52;10.84;10.84;100.20;100.60;100.60;1115.54;1115.54;-;-;6.99;6.99;100.10;100.70;100.70
" ";" ";"2012";1730.86;1730.86;0.48;11.89;10.38;10.38;99.80;100.10;100.10;1121.28;1121.28;-;-;6.72;6.72;99.80;100.50;100.50
" ";" ";"2013";1629.21;1629.21;2.30;62.86;9.45;9.45;99.20;94.10;94.10;1075.72;1075.72;-;-;6.24;6.24;99.30;95.90;95.90
" ";" ";"2014";1616.49;1616.49;1.69;50.23;9.34;9.34;99.50;99.20;99.20;1073.87;1073.87;-;-;6.20;6.20;100.20;99.80;99.80
" ";" ";"2015";1624.81;1624.81;4.39;100.04;9.81;9.81;99.50;100.50;100.50;1077.10;1077.10;-;-;6.50;6.50;99.40;100.30;100.30
" ";"Q ZDRAVSTVO IN SOCIALNO VARSTVO"
" ";" ";"2005";1304.22;1304.22;-;-;7.68;7.68;97.10;102.30;102.30;822.47;822.47;-;-;4.84;4.84;97.40;103.80;103.80
" ";" ";"2006";1345.22;1345.22;-;-;7.68;7.68;99.30;103.10;103.10;853.21;853.21;-;-;4.87;4.87;99.70;103.70;103.70
" ";" ";"2007";1385.57;1385.57;-;-;7.73;7.73;98.40;103.00;103.00;898.55;898.55;-;-;5.01;5.01;98.80;105.30;105.30
" ";" ";"2008";1428.23;1428.23;-;-;7.92;7.92;98.90;103.10;103.10;926.35;926.35;-;-;5.14;5.14;99.20;103.10;103.10
" ";" ";"2009";1792.62;1792.62;34.55;277.67;10.16;10.16;102.30;125.50;125.50;1126.61;1126.61;-;-;6.39;6.39;102.20;121.60;121.60
" ";" ";"2010";1763.41;1763.41;3.86;55.19;10.25;10.25;99.60;98.40;98.40;1112.96;1112.96;-;-;6.47;6.47;99.70;98.80;98.80
" ";" ";"2011";1738.10;1738.10;2.75;121.71;10.21;10.21;99.40;98.60;98.60;1103.67;1103.67;-;-;6.48;6.48;99.50;99.20;99.20
" ";" ";"2012";1729.37;1729.37;3.88;122.17;9.96;9.96;99.30;99.50;99.50;1104.19;1104.19;-;-;6.36;6.36;99.70;100.00;100.00
" ";" ";"2013";1682.61;1682.61;0.85;17.56;9.50;9.50;97.00;97.30;97.30;1085.05;1085.05;-;-;6.13;6.13;97.40;98.30;98.30
" ";" ";"2014";1661.32;1661.32;1.39;77.11;9.38;9.38;97.50;98.70;98.70;1102.44;1102.44;-;-;6.23;6.23;100.40;101.60;101.60
" ";" ";"2015";1671.17;1671.17;2.55;231.95;9.63;9.63;98.50;100.60;100.60;1078.92;1078.92;-;-;6.22;6.22;98.90;97.90;97.90
" ";"R KULTURNE, RAZVEDRILNE IN REKREACIJSKE DEJAVNOSTI"
" ";" ";"2005";1542.44;1542.44;-;-;9.22;9.22;89.20;103.60;103.60;958.67;958.67;-;-;5.73;5.73;92.00;107.50;107.50
" ";" ";"2006";1494.59;1494.59;-;-;8.85;8.85;97.20;96.90;96.90;923.35;923.35;-;-;5.47;5.47;98.50;96.30;96.30
" ";" ";"2007";1528.72;1528.72;-;-;8.84;8.84;96.80;102.30;102.30;974.10;974.10;-;-;5.63;5.63;97.20;105.50;105.50
" ";" ";"2008";1598.03;1598.03;-;-;9.25;9.25;97.50;104.50;104.50;1017.37;1017.37;-;-;5.89;5.89;97.70;104.40;104.40
" ";" ";"2009";1729.07;1729.07;2.04;84.44;10.37;10.37;96.60;108.20;108.20;1095.23;1095.23;-;-;6.57;6.57;97.10;107.70;107.70
" ";" ";"2010";1737.37;1737.37;1.60;64.72;10.75;10.75;97.20;100.50;100.50;1104.79;1104.79;-;-;6.84;6.84;97.90;100.90;100.90
" ";" ";"2011";1726.52;1726.52;2.64;94.47;10.74;10.74;98.00;99.40;99.40;1104.80;1104.80;-;-;6.87;6.87;98.30;100.00;100.00
" ";" ";"2012";1704.25;1704.25;0.60;24.40;10.14;10.14;97.60;98.70;98.70;1102.67;1102.67;-;-;6.56;6.56;98.30;99.80;99.80
" ";" ";"2013";1623.54;1623.54;0.71;47.57;9.37;9.37;96.50;95.30;95.30;1067.16;1067.16;-;-;6.16;6.16;97.00;96.80;96.80
" ";" ";"2014";1617.19;1617.19;2.78;162.41;9.34;9.34;97.20;99.60;99.60;1067.92;1067.92;-;-;6.17;6.17;98.30;100.10;100.10
" ";" ";"2015";1609.16;1609.16;7.90;384.11;9.66;9.66;96.10;99.50;99.50;1059.21;1059.21;-;-;6.36;6.36;97.20;99.20;99.20
" ";"S DRUGE DEJAVNOSTI"
" ";" ";"2005";1130.68;1130.68;-;-;6.84;6.84;91.50;101.80;101.80;708.57;708.57;-;-;4.29;4.29;92.10;103.10;103.10
" ";" ";"2006";1158.55;1158.55;-;-;6.86;6.86;90.30;102.50;102.50;731.86;731.86;-;-;4.33;4.33;93.00;103.30;103.30
" ";" ";"2007";1199.80;1199.80;-;-;6.97;6.97;97.40;103.60;103.60;771.45;771.45;-;-;4.48;4.48;98.40;105.40;105.40
" ";" ";"2008";1278.92;1278.92;-;-;7.44;7.44;98.90;106.60;106.60;821.95;821.95;-;-;4.78;4.78;99.50;106.50;106.50
" ";" ";"2009";1312.35;1312.35;10.73;1694.35;7.87;7.87;91.20;102.60;102.60;848.67;848.67;-;-;5.09;5.09;92.60;103.30;103.30
" ";" ";"2010";1356.38;1356.38;7.54;1249.91;8.50;8.50;93.70;103.40;103.40;873.91;873.91;-;-;5.48;5.48;94.60;103.00;103.00
" ";" ";"2011";1389.73;1389.73;5.98;695.29;8.74;8.74;95.10;102.50;102.50;905.04;905.04;-;-;5.69;5.69;96.30;103.60;103.60
" ";" ";"2012";1418.21;1418.21;32.80;642.38;8.68;8.68;98.80;102.00;102.00;920.58;920.58;-;-;5.64;5.64;99.30;101.70;101.70
" ";" ";"2013";1406.82;1406.82;5.96;1178.42;8.38;8.38;99.80;99.20;99.20;922.64;922.64;-;-;5.49;5.49;100.60;100.20;100.20
" ";" ";"2014";1383.71;1383.71;3.67;1907.40;8.22;8.22;96.00;98.40;98.40;908.66;908.66;-;-;5.40;5.40;96.40;98.50;98.50
" ";" ";"2015";1344.59;1344.59;21.52;2932.65;8.27;8.27;96.20;97.20;97.20;888.00;888.00;-;-;5.46;5.46;97.00;97.70;97.70
"Pomurska"
" ";"SKD Dejavnost"
" ";" ";"2005";951.52;951.52;-;-;5.70;5.70;95.40;106.10;106.10;627.24;627.24;-;-;3.76;3.76;95.50;107.70;107.70
" ";" ";"2006";988.21;988.21;-;-;5.80;5.80;98.80;103.90;103.90;656.51;656.51;-;-;3.85;3.85;99.40;104.70;104.70
" ";" ";"2007";1039.86;1039.86;-;-;5.96;5.96;97.70;105.20;105.20;704.94;704.94;-;-;4.04;4.04;98.60;107.40;107.40
" ";" ";"2008";1096.02;1096.02;-;-;6.32;6.32;99.20;105.40;105.40;741.35;741.35;-;-;4.28;4.28;100.20;105.20;105.20
" ";" ";"2009";1205.57;1205.57;18.98;239.71;7.13;7.13;98.20;110.00;110.00;807.19;807.19;-;-;4.78;4.78;98.40;108.90;108.90
" ";" ";"2010";1288.79;1288.79;28.20;584.34;7.85;7.85;98.50;106.90;106.90;855.90;855.90;-;-;5.21;5.21;99.00;106.00;106.00
" ";" ";"2011";1305.02;1305.02;10.22;358.00;7.92;7.92;97.00;101.30;101.30;873.56;873.56;-;-;5.30;5.30;97.70;102.10;102.10
" ";" ";"2012";1341.16;1341.16;8.84;284.54;7.91;7.91;98.80;102.80;102.80;895.63;895.63;-;-;5.29;5.29;99.90;102.50;102.50
" ";" ";"2013";1340.91;1340.91;9.04;309.50;7.71;7.71;100.20;100.00;100.00;900.98;900.98;-;-;5.18;5.18;100.20;100.60;100.60
" ";" ";"2014";1350.61;1350.61;9.38;309.18;7.74;7.74;99.60;100.70;100.70;906.16;906.16;-;-;5.19;5.19;100.00;100.60;100.60
" ";" ";"2015";1362.04;1362.04;13.07;278.86;8.03;8.03;97.10;100.80;100.80;911.60;911.60;-;-;5.37;5.37;97.80;100.60;100.60
" ";"A KMETIJSTVO IN LOV, GOZDARSTVO, RIBIŠTVO"
" ";" ";"2005";898.00;898.00;-;-;5.31;5.31;94.00;100.60;100.60;605.36;605.36;-;-;3.58;3.58;94.40;103.20;103.20
" ";" ";"2006";952.64;952.64;-;-;5.60;5.60;97.60;106.10;106.10;643.03;643.03;-;-;3.78;3.78;101.30;106.20;106.20
" ";" ";"2007";964.36;964.36;-;-;5.69;5.69;93.50;101.20;101.20;660.08;660.08;-;-;3.89;3.89;96.30;102.70;102.70
" ";" ";"2008";1043.62;1043.62;-;-;6.08;6.08;92.90;108.20;108.20;720.01;720.01;-;-;4.19;4.19;100.80;109.10;109.10
" ";" ";"2009";1069.55;1069.55;-;-;6.27;6.27;92.80;102.50;102.50;743.14;743.14;-;-;4.36;4.36;93.80;103.20;103.20
" ";" ";"2010";1098.12;1098.12;-;-;6.58;6.58;92.50;102.70;102.70;756.10;756.10;-;-;4.53;4.53;94.90;101.70;101.70
" ";" ";"2011";1176.02;1176.02;-;-;6.98;6.98;85.80;107.10;107.10;804.76;804.76;-;-;4.78;4.78;90.20;106.40;106.40
" ";" ";"2012";1195.73;1195.73;-;-;7.00;7.00;100.50;101.70;101.70;817.07;817.07;-;-;4.79;4.79;100.40;101.50;101.50
" ";" ";"2013";1230.23;1230.23;16.19;259.53;7.09;7.09;100.50;102.90;102.90;831.64;831.64;-;-;4.80;4.80;99.90;101.80;101.80
" ";" ";"2014";1214.26;1214.26;14.47;239.56;7.09;7.09;100.80;98.70;98.70;817.36;817.36;-;-;4.77;4.77;99.30;98.30;98.30
" ";" ";"2015";1204.62;1204.62;2.90;31.91;7.16;7.16;93.30;99.20;99.20;821.35;821.35;-;-;4.88;4.88;94.50;100.50;100.50
" ";"B RUDARSTVO"
" ";" ";"2005";977.44;977.44;-;-;5.87;5.87;91.80;105.70;105.70;654.41;654.41;-;-;3.93;3.93;93.20;108.30;108.30
" ";" ";"2006";1003.16;1003.16;-;-;5.71;5.71;102.20;102.60;102.60;671.85;671.85;-;-;3.82;3.82;101.50;102.70;102.70
" ";" ";"2007";1039.41;1039.41;-;-;5.67;5.67;109.50;103.60;103.60;707.87;707.87;-;-;3.86;3.86;108.70;105.40;105.40
" ";" ";"2008";1094.08;1094.08;-;-;6.01;6.01;100.70;105.30;105.30;741.70;741.70;-;-;4.07;4.07;100.50;104.80;104.80
" ";" ";"2009";1172.32;1172.32;-;-;6.71;6.71;96.80;107.20;107.20;793.39;793.39;-;-;4.54;4.54;97.30;107.00;107.00
" ";" ";"2010";1141.00;1141.00;-;-;6.91;6.91;92.00;97.30;97.30;774.70;774.70;-;-;4.69;4.69;92.80;97.60;97.60
" ";" ";"2011";1158.67;1158.67;-;-;6.78;6.78;96.50;101.50;101.50;792.56;792.56;-;-;4.64;4.64;96.10;102.30;102.30
" ";" ";"2012";1189.35;1189.35;-;-;6.81;6.81;94.20;102.60;102.60;810.60;810.60;-;-;4.64;4.64;93.90;102.30;102.30
" ";" ";"2013";1217.53;1217.53;-;-;7.19;7.19;106.40;102.40;102.40;821.70;821.70;-;-;4.86;4.86;105.00;101.40;101.40
" ";" ";"2014";1548.79;1548.79;-;-;8.54;8.54;123.80;127.20;127.20;1011.52;1011.52;-;-;5.58;5.58;119.10;123.10;123.10
" ";" ";"2015";1316.01;1316.01;-;-;7.71;7.71;95.90;85.00;85.00;879.15;879.15;-;-;5.15;5.15;96.30;86.90;86.90
" ";"C PREDELOVALNE DEJAVNOSTI"
" ";" ";"2005";795.82;795.82;-;-;4.79;4.79;101.30;111.50;111.50;529.75;529.75;-;-;3.19;3.19;98.90;111.20;111.20
" ";" ";"2006";813.58;813.58;-;-;4.79;4.79;101.30;102.20;102.20;553.67;553.67;-;-;3.26;3.26;101.40;104.50;104.50
" ";" ";"2007";870.09;870.09;-;-;5.01;5.01;98.40;106.90;106.90;597.86;597.86;-;-;3.44;3.44;98.70;108.00;108.00
" ";" ";"2008";902.95;902.95;-;-;5.21;5.21;99.80;103.80;103.80;620.84;620.84;-;-;3.58;3.58;100.40;103.80;103.80
" ";" ";"2009";961.96;961.96;13.93;341.71;5.75;5.75;96.90;106.50;106.50;660.96;660.96;-;-;3.95;3.95;97.20;106.50;106.50
" ";" ";"2010";1157.68;1157.68;77.93;853.40;7.02;7.02;103.80;120.30;120.30;775.97;775.97;-;-;4.71;4.71;102.80;117.40;117.40
" ";" ";"2011";1142.22;1142.22;19.00;404.99;6.86;6.86;96.50;98.70;98.70;776.91;776.91;-;-;4.66;4.66;97.20;100.10;100.10
" ";" ";"2012";1186.57;1186.57;19.94;321.21;6.94;6.94;95.00;103.90;103.90;804.28;804.28;-;-;4.71;4.71;98.20;103.50;103.50
" ";" ";"2013";1236.07;1236.07;21.61;300.06;7.05;7.05;102.60;104.20;104.20;836.77;836.77;-;-;4.77;4.77;102.30;104.00;104.00
" ";" ";"2014";1261.61;1261.61;21.87;306.00;7.15;7.15;101.70;102.10;102.10;849.95;849.95;-;-;4.81;4.81;101.50;101.60;101.60
" ";" ";"2015";1308.36;1308.36;28.91;284.28;7.56;7.56;96.90;103.70;103.70;877.80;877.80;-;-;5.07;5.07;97.50;103.30;103.30
" ";"D OSKRBA Z ELEKTRIÈNO ENERGIJO, PLINOM IN PARO"
" ";" ";"2005";1147.75;1147.75;-;-;5.72;5.72;51.90;111.90;111.90;754.81;754.81;-;-;3.76;3.76;58.00;111.90;111.90
" ";" ";"2006";1236.06;1236.06;-;-;5.61;5.61;99.50;107.70;107.70;816.85;816.85;-;-;3.71;3.71;99.90;108.20;108.20
" ";" ";"2007";1267.99;1267.99;-;-;6.20;6.20;100.00;102.60;102.60;973.81;973.81;-;-;4.76;4.76;99.80;119.20;119.20
" ";" ";"2008";1280.13;1280.13;-;-;6.43;6.43;82.30;101.00;101.00;982.69;982.69;-;-;4.93;4.93;83.10;100.90;100.90
" ";" ";"2009";1473.84;1473.84;-;-;8.07;8.07;93.70;115.10;115.10;1131.62;1131.62;-;-;6.20;6.20;93.60;115.20;115.20
" ";" ";"2010";1711.36;1711.36;342.77;403.16;10.54;10.54;72.30;116.10;116.10;1042.07;1042.07;-;-;6.42;6.42;99.30;92.10;92.10
" ";" ";"2011";1321.57;1321.57;-;-;8.21;8.21;55.40;77.20;77.20;994.91;994.91;-;-;6.18;6.18;67.10;95.50;95.50
" ";" ";"2012";1369.47;1369.47;-;-;8.09;8.09;98.90;103.60;103.60;917.06;917.06;-;-;5.42;5.42;99.50;92.20;92.20
" ";" ";"2013";1482.17;1482.17;-;-;8.38;8.38;98.20;108.20;108.20;986.38;986.38;-;-;5.58;5.58;98.30;107.60;107.60
" ";" ";"2014";1513.50;1513.50;-;-;8.58;8.58;96.00;102.10;102.10;1004.68;1004.68;-;-;5.69;5.69;95.40;101.90;101.90
" ";" ";"2015";1498.00;1498.00;-;-;8.83;8.83;97.50;99.00;99.00;991.11;991.11;-;-;5.84;5.84;97.50;98.60;98.60
" ";"E OSKRBA Z VODO, RAVNANJE Z ODPLAKAMI IN ODPADKI, SANIRANJE OKOLJA"
" ";" ";"2005";1000.91;1000.91;-;-;6.09;6.09;85.10;92.70;92.70;652.98;652.98;-;-;3.97;3.97;86.30;95.40;95.40
" ";" ";"2006";1056.82;1056.82;-;-;6.17;6.17;91.50;105.60;105.60;693.11;693.11;-;-;4.05;4.05;93.70;106.10;106.10
" ";" ";"2007";1131.93;1131.93;-;-;6.37;6.37;100.00;107.10;107.10;755.89;755.89;-;-;4.25;4.25;99.90;109.10;109.10
" ";" ";"2008";1221.78;1221.78;-;-;6.90;6.90;93.70;107.90;107.90;821.84;821.84;-;-;4.64;4.64;95.80;108.70;108.70
" ";" ";"2009";1227.58;1227.58;-;-;7.15;7.15;87.30;100.50;100.50;822.29;822.29;-;-;4.79;4.79;88.30;100.10;100.10
" ";" ";"2010";1222.93;1222.93;-;-;7.59;7.59;85.50;99.60;99.60;818.30;818.30;-;-;5.08;5.08;86.50;99.50;99.50
" ";" ";"2011";1253.33;1253.33;-;-;7.74;7.74;93.50;102.50;102.50;848.38;848.38;-;-;5.24;5.24;94.40;103.70;103.70
" ";" ";"2012";1341.17;1341.17;-;-;7.97;7.97;101.40;107.00;107.00;897.26;897.26;-;-;5.33;5.33;101.40;105.80;105.80
" ";" ";"2013";1312.58;1312.58;0.39;50.00;7.60;7.60;99.40;97.90;97.90;886.32;886.32;-;-;5.13;5.13;100.50;98.80;98.80
" ";" ";"2014";1394.15;1394.15;39.31;223.99;7.86;7.86;104.40;106.20;106.20;940.57;940.57;-;-;5.30;5.30;104.40;106.10;106.10
